"full_name","spkid","orbit_id","a","e","i","q","ad","om","w","ma","n","tp","neo","pha"
"551685 (2013 HT15)",20551685,"JPL 43",1.101,0.4229,2.92,0.635,1.57,23.28,315.92,265.36,0.8529,2460711.45,Y,Y
"555122 (2013 RF36)",20555122,"JPL 39",2.303,0.7176,28.28,0.650,3.96,240.74,181.49,19.11,0.2819,2460532.71,Y,N
"560563 (2015 HH10)",20560563,"JPL 102",1.614,0.6518,8.01,0.562,2.67,254.07,143.28,6.46,0.4807,2460587.06,Y,N
"566540 (2018 RW7)",20566540,"JPL 28",1.615,0.4444,9.24,0.897,2.33,164.44,287.77,299.64,0.4803,2460726.18,Y,N
"574660 (2010 TM167)",20574660,"JPL 24",1.16,0.4962,5.31,0.584,1.74,196.92,356.66,289.42,0.7889,2460689.97,Y,N
"576330 (2012 PW)",20576330,"JPL 65",1.772,0.4773,22.31,0.926,2.62,214.51,166.80,40.88,0.4178,2460502.63,Y,N
"577723 (2013 PF10)",20577723,"JPL 23",1.361,0.5125,17.25,0.663,2.06,168.17,359.97,106.61,0.6209,2460428.79,Y,N
"585185 (2017 VT12)",20585185,"JPL 57",1.321,0.4724,6.57,0.697,1.95,18.67,142.99,155.80,0.6489,2460360.39,Y,N
"585310 (2017 YZ1)",20585310,"JPL 54",1.328,0.3351,20.87,0.883,1.77,277.70,298.49,99.80,0.6442,2460445.57,Y,Y
"585428 (2018 NP1)",20585428,"JPL 20",1.023,0.2309,27.66,0.787,1.26,114.45,355.83,210.57,0.9529,2460757.32,Y,N
"585734 (2019 BA1)",20585734,"JPL 11",1.586,0.3858,26.83,0.974,2.20,116.53,74.60,285.91,0.4934,2460750.68,Y,N
"594936 (2021 EX2)",20594936,"JPL 13",2.489,0.7370,6.76,0.655,4.32,2.25,16.06,338.12,0.2509,2460687.68,Y,N
"601696 (2013 LV28)",20601696,"JPL 47",1.485,0.6886,24.02,0.462,2.51,139.04,24.39,151.32,0.5447,2460322.71,Y,N
"601798 (2013 RX80)",20601798,"JPL 42",1.889,0.6902,9.28,0.585,3.19,313.88,163.66,67.83,0.3795,2460421.77,Y,N
"604197 (2015 MO66)",20604197,"JPL 25",1.231,0.5537,25.00,0.549,1.91,72.09,323.20,225.36,0.7215,2460787.10,Y,N
"605070 (2016 BT39)",20605070,"JPL 18",1.968,0.5382,8.96,0.909,3.03,174.97,203.19,80.29,0.3569,2460375.56,Y,Y
"606367 (2017 VB)",20606367,"JPL 21",1.582,0.5028,25.56,0.786,2.38,346.81,270.53,330.21,0.4954,2460660.63,Y,N
"606438 (2017 XK61)",20606438,"JPL 26",1.605,0.3688,27.11,1.013,2.20,32.21,304.80,231.08,0.4848,2460866.41,Y,N
"606605 (2018 KV)",20606605,"JPL 48",2.609,0.6820,29.04,0.830,4.39,192.35,167.59,152.18,0.2339,2459949.79,Y,N
"606702 (2018 TO2)",20606702,"JPL 17",1.101,0.5952,43.26,0.446,1.76,202.67,353.84,291.46,0.8536,2460680.80,Y,N
"608017 (2002 UZ30)",20608017,"JPL 40",1.272,0.4595,27.56,0.687,1.86,199.74,33.54,245.80,0.6872,2460766.68,Y,N
"612012 (1983 LC)",20612012,"JPL 41",2.603,0.7146,1.56,0.743,4.46,159.69,184.90,270.70,0.2346,2460981.08,Y,Y
"612013 (1991 TF3)",20612013,"JPL 104",2.233,0.5693,14.88,0.962,3.51,6.09,304.04,342.75,0.2953,2460658.92,Y,N
"612027 (1995 FJ)",20612027,"JPL 37",1.085,0.2704,25.03,0.792,1.38,4.66,316.46,309.21,0.8719,2460658.75,Y,N
"612050 (1997 GL3)",20612050,"JPL 61",2.27,0.7844,6.68,0.489,4.05,194.34,262.58,23.62,0.2881,2460518.54,Y,Y
"612089 (1999 FJ21)",20612089,"JPL 67",1.274,0.2747,21.96,0.924,1.62,19.44,67.69,352.06,0.6851,2460612.10,Y,N
"612094 (1999 NW2)",20612094,"JPL 42",1.116,0.1087,8.68,0.995,1.24,289.51,53.01,105.70,0.8357,2460474.02,Y,N
"612098 (1999 RM45)",20612098,"JPL 88",1.684,0.6446,10.89,0.599,2.77,162.63,88.91,215.47,0.451,2460920.93,Y,Y
"612103 (1999 SK10)",20612103,"JPL 124",1.764,0.4417,6.96,0.985,2.54,197.64,269.43,209.79,0.4205,2460957.70,Y,N
"612143 (2000 BO28)",20612143,"JPL 58",1.699,0.6003,6.34,0.679,2.72,319.73,303.41,1.98,0.4451,2460596.05,Y,Y
"612162 (2000 LK)",20612162,"JPL 44",2.184,0.9448,16.60,0.121,4.25,199.70,194.35,189.56,0.3054,2461158.67,Y,N
"612199 (2000 WL63)",20612199,"JPL 55",1.432,0.2986,18.27,1.004,1.86,79.37,71.82,287.50,0.5752,2460726.55,Y,N
"612210 (2001 BP61)",20612210,"JPL 34",1.487,0.3256,12.97,1.003,1.97,289.02,109.09,85.28,0.5438,2460443.66,Y,N
"612227 (2001 QC34)",20612227,"JPL 158",1.129,0.1876,6.24,0.917,1.34,271.45,215.47,332.57,0.822,2460633.87,Y,Y
"612267 (2001 SG286)",20612267,"JPL 47",1.358,0.3474,7.77,0.886,1.83,241.11,56.28,236.56,0.6227,2460798.75,Y,Y
"612326 (2002 CD14)",20612326,"JPL 22",1.779,0.5793,2.89,0.748,2.81,127.60,141.32,149.31,0.4154,2460241.03,Y,Y
"612337 (2002 EY2)",20612337,"JPL 51",1.725,0.4866,21.73,0.886,2.56,343.39,51.10,67.64,0.4349,2460444.98,Y,Y
"612342 (2002 FC)",20612342,"JPL 65",2.822,0.6660,6.76,0.942,4.70,50.10,195.23,249.51,0.2079,2461131.90,Y,Y
"612346 (2002 GQ5)",20612346,"JPL 27",1.154,0.4783,6.27,0.602,1.71,63.59,12.97,131.86,0.7949,2460434.62,Y,N
"612348 (2002 GZ8)",20612348,"JPL 129",2.821,0.6402,5.32,1.015,4.63,309.75,161.48,287.59,0.2081,2460948.50,Y,Y
"612357 (2002 JC9)",20612357,"JPL 31",2.258,0.8276,13.39,0.389,4.13,76.92,21.77,257.36,0.2905,2460953.83,Y,N
"612358 (2002 JE9)",20612358,"JPL 63",1.066,0.4165,8.77,0.622,1.51,199.83,255.90,201.66,0.8955,2460777.31,Y,Y
"612362 (2002 JQ100)",20612362,"JPL 24",1.181,0.5190,29.60,0.568,1.79,47.30,40.11,261.29,0.7683,2460728.98,Y,N
"612364 (2002 LE31)",20612364,"JPL 39",1.995,0.5403,11.37,0.917,3.07,192.75,0.12,359.99,0.3499,2460600.52,Y,N
"612472 (2002 SQ)",20612472,"JPL 58",1.421,0.3827,16.82,0.877,1.96,183.69,258.95,321.73,0.5819,2460666.26,Y,N
"612509 (2002 UK11)",20612509,"JPL 26",1.324,0.5753,5.37,0.562,2.09,69.18,84.54,107.30,0.6472,2460434.72,Y,Y
"612522 (2002 VP69)",20612522,"JPL 81",2.019,0.5270,10.12,0.955,3.08,306.83,189.04,202.97,0.3435,2461057.70,Y,Y
"612536 (2003 AA3)",20612536,"JPL 57",1.421,0.2893,13.78,1.010,1.83,106.38,347.03,311.80,0.5819,2460683.33,Y,Y
"612541 (2003 DA16)",20612541,"JPL 53",2.596,0.6247,45.68,0.974,4.22,159.08,282.56,84.20,0.2357,2460243.25,Y,N
"612563 (2003 QA)",20612563,"JPL 72",2.335,0.7098,10.33,0.678,3.99,232.65,1.37,343.52,0.2762,2460660.18,Y,N
"612593 (2003 SQ15)",20612593,"JPL 26",1.666,0.4578,45.37,0.903,2.43,333.94,327.98,308.71,0.4585,2460712.37,Y,N
"612780 (2004 MD)",20612780,"JPL 51",1.917,0.5365,9.77,0.889,2.95,85.39,124.28,255.42,0.3712,2460882.22,Y,Y
"612781 (2004 MW2)",20612781,"JPL 47",1.145,0.6383,35.09,0.414,1.88,96.10,50.18,259.89,0.8041,2460725.00,Y,N
"612786 (2004 PJ2)",20612786,"JPL 29",1.418,0.3421,2.58,0.933,1.90,317.10,281.78,23.99,0.5837,2460559.41,Y,Y
"612813 (2004 RF84)",20612813,"JPL 103",2.164,0.6038,23.29,0.858,3.47,344.52,122.61,71.76,0.3096,2460368.69,Y,Y
"612856 (2004 TP1)",20612856,"JPL 64",1.291,0.3892,7.49,0.789,1.79,30.02,87.86,182.75,0.6717,2460864.37,Y,Y
"612901 (2004 XP14)",20612901,"JPL 131",1.052,0.1586,32.95,0.885,1.22,281.01,273.74,54.12,0.9136,2460541.25,Y,Y
"612922 (2005 BY1)",20612922,"JPL 46",3.167,0.6877,16.97,0.989,5.34,297.31,282.97,161.64,0.1749,2459676.36,Y,N
"612924 (2005 CL)",20612924,"JPL 32",1.986,0.7547,4.45,0.487,3.49,318.37,298.57,338.02,0.352,2460662.95,Y,Y
"612929 (2005 CR37)",20612929,"JPL 51",1.904,0.4686,26.05,1.012,2.80,335.52,209.81,159.69,0.3751,2460174.73,Y,N
"612955 (2005 GK)",20612955,"JPL 39",1.342,0.3262,10.88,0.904,1.78,120.85,184.91,129.62,0.6339,2460396.03,Y,N
"612989 (2005 LW39)",20612989,"JPL 37",1.988,0.7156,28.47,0.566,3.41,251.45,275.19,341.28,0.3515,2460653.75,Y,Y
"612991 (2005 MX1)",20612991,"JPL 76",2.186,0.5350,6.90,1.017,3.36,195.38,139.98,333.01,0.3049,2460689.05,Y,N
"613234 (2005 VP118)",20613234,"JPL 37",2.096,0.7024,19.32,0.624,3.57,110.98,123.32,66.78,0.3247,2460394.84,Y,N
"613291 (2005 YX128)",20613291,"JPL 67",2.179,0.7330,4.63,0.582,3.78,257.87,318.39,287.03,0.3064,2460838.63,Y,N
"613397 (2006 FE)",20613397,"JPL 30",1.374,0.5289,13.78,0.647,2.10,186.78,249.75,234.44,0.6122,2460805.57,Y,N
"613420 (2006 KR1)",20613420,"JPL 33",1.163,0.4042,19.59,0.693,1.63,236.79,176.35,81.00,0.7859,2460497.43,Y,N
"613433 (2006 KZ86)",20613433,"JPL 36",2.199,0.8592,14.17,0.310,4.09,103.50,0.25,267.24,0.3023,2460907.33,Y,N
"613440 (2006 OA5)",20613440,"JPL 98",1.524,0.3784,10.83,0.947,2.10,308.41,87.49,202.12,0.5239,2460901.83,Y,N
"613450 (2006 PY17)",20613450,"JPL 56",1.895,0.6404,2.85,0.682,3.11,309.91,133.19,303.70,0.3777,2460749.56,Y,Y
"613512 (2006 SK134)",20613512,"JPL 54",1.879,0.5368,34.67,0.871,2.89,185.14,74.43,35.46,0.3825,2460507.81,Y,N
"613626 (2006 UR216)",20613626,"JPL 26",1.674,0.5318,14.27,0.784,2.56,21.47,134.35,72.98,0.4549,2460440.08,Y,N
"613714 (2007 DL41)",20613714,"JPL 47",1.457,0.4765,4.67,0.763,2.15,150.72,140.23,286.02,0.5603,2460732.53,Y,Y
"613814 (2007 SR1)",20613814,"JPL 72",1.049,0.4991,19.70,0.526,1.57,9.23,177.59,134.99,0.9167,2460453.25,Y,N
"613829 (2007 TE66)",20613829,"JPL 38",1.056,0.2044,10.25,0.840,1.27,195.68,355.34,91.34,0.9088,2460499.99,Y,N
"613910 (2007 WB5)",20613910,"JPL 28",1.77,0.6750,18.97,0.575,2.97,38.70,153.49,10.53,0.4185,2460575.33,Y,N
"613913 (2007 XB10)",20613913,"JPL 41",2.21,0.6000,41.33,0.884,3.54,261.10,37.27,123.81,0.2999,2460187.71,Y,N
"613964 (2008 FN)",20613964,"JPL 68",1.894,0.5971,44.65,0.763,3.03,50.52,55.00,154.59,0.378,2460191.56,Y,N
"613986 (2008 JG)",20613986,"JPL 88",1.051,0.2959,7.92,0.740,1.36,128.74,242.35,324.38,0.9141,2460639.47,Y,Y
"613995 (2008 NP3)",20613995,"JPL 23",1.005,0.3340,1.43,0.669,1.34,78.33,328.20,332.93,0.9783,2460628.17,Y,N
"614088 (2008 SW150)",20614088,"JPL 41",1.786,0.5622,19.98,0.782,2.79,39.43,52.06,225.42,0.4129,2460926.44,Y,N
"614313 (2008 YR27)",20614313,"JPL 43",2.262,0.7509,8.48,0.563,3.96,90.13,151.26,201.66,0.2898,2461146.92,Y,N
"614316 (2008 YZ32)",20614316,"JPL 41",1.038,0.6205,16.54,0.394,1.68,105.20,224.47,55.55,0.9324,2460540.92,Y,N
"614374 (2009 CR2)",20614374,"JPL 47",2.962,0.6982,28.00,0.894,5.03,30.78,189.38,355.30,0.1934,2460624.79,Y,N
"614406 (2009 FV4)",20614406,"JPL 41",1.779,0.5873,45.92,0.734,2.82,173.46,135.61,134.25,0.4154,2460277.28,Y,N
"614417 (2009 HB)",20614417,"JPL 47",2.438,0.5887,10.09,1.003,3.87,206.35,108.26,348.34,0.2589,2460645.54,Y,N
"614433 (2009 KK)",20614433,"JPL 47",1.502,0.4552,18.21,0.818,2.19,68.12,247.34,95.41,0.5352,2460422.24,Y,Y
"614449 (2009 QB36)",20614449,"JPL 69",2.251,0.7832,15.52,0.488,4.01,310.12,176.73,154.15,0.2919,2460072.36,Y,N
"614470 Flordeneu (2009 ST19)",20614470,"JPL 79",2.361,0.5949,6.73,0.956,3.77,0.13,336.93,59.52,0.2717,2460381.46,Y,Y
"614689 (2020 XL5)",20614689,"JPL 8",1.001,0.3872,13.85,0.613,1.39,153.58,88.02,220.98,0.9845,2460741.71,Y,N
"618350 (2021 PS2)",20618350,"JPL 54",1.554,0.4735,7.92,0.818,2.29,163.29,79.01,257.34,0.5088,2460802.26,Y,Y
"619034 (2005 JT108)",20619034,"JPL 50",1.722,0.5721,8.94,0.737,2.71,288.69,197.38,243.04,0.4363,2460868.56,Y,N
"619106 (2005 SQ)",20619106,"JPL 81",1.654,0.5748,1.20,0.703,2.61,317.11,294.98,28.92,0.4633,2460538.07,Y,Y
"619920 (2006 KY86)",20619920,"JPL 63",2.294,0.6486,7.47,0.806,3.78,222.29,321.65,114.32,0.2837,2460197.56,Y,Y
"620000 (2019 YS4)",20620000,"JPL 22",1.277,0.5524,21.42,0.572,1.98,102.54,160.34,14.71,0.6826,2460578.95,Y,N
"620055 (2003 BK47)",20620055,"JPL 124",2.749,0.7062,20.66,0.808,4.69,138.78,235.34,318.54,0.2163,2460792.20,Y,Y
"620056 (2004 UR1)",20620056,"JPL 43",2.175,0.6164,4.08,0.835,3.52,250.92,73.45,99.22,0.3072,2460277.47,Y,Y
"620058 (2006 GV2)",20620058,"JPL 17",1.992,0.8316,17.32,0.335,3.65,147.19,192.30,184.25,0.3505,2461101.87,Y,N
"620059 (2006 QS23)",20620059,"JPL 42",1.193,0.5025,19.99,0.593,1.79,154.79,303.73,273.41,0.7564,2460714.97,Y,N
"620061 (2006 UB64)",20620061,"JPL 25",2.097,0.7021,9.58,0.625,3.57,130.28,359.53,304.80,0.3245,2460770.57,Y,N
"620062 (2008 KD6)",20620062,"JPL 32",1.31,0.4431,24.14,0.729,1.89,262.81,127.92,267.71,0.6575,2460740.87,Y,N
"620063 (2009 DH39)",20620063,"JPL 63",1.849,0.6001,53.69,0.739,2.96,155.39,68.25,58.35,0.392,2460451.66,Y,Y
"620066 (2010 SC41)",20620066,"JPL 47",1.866,0.6068,0.25,0.734,3.00,235.53,267.58,142.47,0.3868,2460232.16,Y,Y
"620067 (2010 UE7)",20620067,"JPL 58",1.812,0.7043,9.42,0.536,3.09,125.06,165.73,285.21,0.404,2460785.63,Y,N
"620068 (2010 VE)",20620068,"JPL 35",1.49,0.4401,8.94,0.834,2.15,289.69,5.24,285.99,0.5418,2460737.11,Y,N
"620071 (2011 WN15)",20620071,"JPL 62",1.217,0.8580,33.43,0.173,2.26,75.55,218.57,249.46,0.7343,2460751.03,Y,Y
"620072 (2012 BD124)",20620072,"JPL 41",1.935,0.5613,11.33,0.849,3.02,350.44,26.20,306.64,0.3661,2460746.25,Y,N
"620073 (2012 HO2)",20620073,"JPL 24",1.235,0.3948,26.35,0.747,1.72,211.65,226.21,135.71,0.7185,2460411.62,Y,N
"620077 (2013 WR44)",20620077,"JPL 27",1.619,0.4100,32.08,0.955,2.28,244.41,58.41,180.72,0.4786,2460975.10,Y,N
"620078 (2014 HO4)",20620078,"JPL 38",1.139,0.5939,31.15,0.462,1.82,66.88,7.13,305.97,0.8111,2460667.12,Y,N
"620079 (2014 HO129)",20620079,"JPL 53",1.742,0.4803,53.23,0.905,2.58,174.41,115.60,142.70,0.4286,2460267.55,Y,N
"620080 (2014 HM178)",20620080,"JPL 42",1.833,0.6449,21.59,0.651,3.02,12.67,344.40,11.23,0.3971,2460572.21,Y,N
"620082 (2014 QL433)",20620082,"JPL 77",2.092,0.7170,4.43,0.592,3.59,322.63,260.62,158.82,0.3258,2460113.07,Y,Y
"620083 (2014 SZ303)",20620083,"JPL 54",1.644,0.6902,24.46,0.509,2.78,102.26,54.99,214.38,0.4677,2460911.87,Y,N
"620085 (2014 WG365)",20620085,"JPL 60",1.296,0.3333,25.12,0.864,1.73,71.31,111.13,155.10,0.6683,2460368.42,Y,Y
"620089 (2015 FF120)",20620089,"JPL 21",1.378,0.5295,47.71,0.648,2.11,184.52,174.79,187.47,0.6094,2460883.63,Y,N
"620090 (2015 FP332)",20620090,"JPL 85",2.853,0.6791,36.50,0.916,4.79,126.92,173.21,317.21,0.2045,2460809.76,Y,N
"620092 (2015 HB10)",20620092,"JPL 86",1.853,0.5716,5.70,0.794,2.91,6.12,79.69,346.91,0.3906,2460634.00,Y,Y
"620094 (2016 AJ193)",20620094,"JPL 55",3.261,0.8163,22.57,0.599,5.92,331.16,82.14,185.53,0.1673,2461643.19,Y,Y
"620095 (2016 CB194)",20620095,"JPL 21",2.512,0.6322,9.88,0.924,4.10,48.47,325.74,119.35,0.2476,2460118.43,Y,Y
"620096 Curupira (2016 HL)",20620096,"JPL 57",1.813,0.6157,5.15,0.697,2.93,232.69,252.07,195.15,0.4038,2461008.76,Y,Y
"620097 (2016 HD19)",20620097,"JPL 45",1.357,0.7414,35.78,0.351,2.36,76.75,283.60,73.42,0.6233,2460482.71,Y,N
"620098 (2016 JG18)",20620098,"JPL 20",1.946,0.7458,26.01,0.495,3.40,151.38,188.73,344.80,0.363,2460642.37,Y,N
"620099 (2016 OP5)",20620099,"JPL 43",1.616,0.4523,8.24,0.885,2.35,79.52,291.04,338.29,0.4799,2460645.74,Y,Y
"620100 (2016 WJ1)",20620100,"JPL 69",1.34,0.5031,2.89,0.666,2.01,81.99,87.77,345.15,0.6355,2460623.87,Y,Y
"620103 (2018 LC3)",20620103,"JPL 17",1.346,0.5479,44.36,0.608,2.08,111.17,76.26,55.37,0.6312,2460512.78,Y,Y
"620104 (2018 LG5)",20620104,"JPL 26",1.502,0.3984,48.94,0.904,2.10,113.15,19.75,213.03,0.5354,2460875.01,Y,N
"620105 (2018 YS)",20620105,"JPL 24",1.495,0.4333,17.75,0.847,2.14,341.13,18.21,110.52,0.539,2460395.45,Y,N
"620106 (2020 HP8)",20620106,"JPL 46",1.908,0.5252,7.97,0.906,2.91,268.66,19.47,220.50,0.3741,2460973.43,Y,N
"620107 (2020 XK7)",20620107,"JPL 35",2.012,0.5593,8.08,0.887,3.14,197.59,26.95,81.97,0.3454,2460363.16,Y,Y
"621890 (2011 PO1)",20621890,"JPL 34",2.515,0.6346,5.74,0.919,4.11,210.64,166.79,98.78,0.2471,2460200.76,Y,Y
"621911 (2011 SB16)",20621911,"JPL 33",2.527,0.7997,6.88,0.506,4.55,311.60,177.69,61.60,0.2453,2460349.42,Y,N
"622577 Miorita (2014 LU14)",20622577,"JPL 28",1.287,0.4496,25.31,0.708,1.87,274.08,219.49,147.86,0.6751,2460381.48,Y,N
"623769 (2018 RA5)",20623769,"JPL 19",1.325,0.7132,37.61,0.380,2.27,176.41,3.35,86.89,0.6459,2460465.97,Y,N
"625646 (2006 GX2)",20625646,"JPL 33",1.757,0.5450,8.23,0.799,2.71,143.56,340.02,5.51,0.4231,2460587.48,Y,N
"627157 (2008 OX1)",20627157,"JPL 39",1.206,0.2776,29.74,0.871,1.54,304.82,281.35,138.09,0.7441,2460414.91,Y,Y
"651565 (2013 CL89)",20651565,"JPL 57",1.253,0.3492,26.55,0.816,1.69,326.61,320.72,17.08,0.7023,2460576.18,Y,N
"657084 (2016 GT220)",20657084,"JPL 40",1.608,0.3799,23.65,0.997,2.22,3.09,27.02,244.19,0.4835,2460840.04,Y,Y
"658883 (2017 XD)",20658883,"JPL 42",1.653,0.7814,38.38,0.361,2.94,148.06,96.73,50.16,0.4639,2460492.35,Y,N
"660096 (1998 SL36)",20660096,"JPL 62",1.391,0.4181,19.06,0.809,1.97,353.08,116.80,253.30,0.6009,2460778.06,Y,Y
"660483 (2001 VC76)",20660483,"JPL 26",1.754,0.4419,16.84,0.979,2.53,52.19,258.89,0.42,0.4241,2460599.50,Y,N
"660599 (2002 JD109)",20660599,"JPL 40",2.02,0.6500,24.72,0.707,3.33,143.22,187.08,267.86,0.3433,2460868.90,Y,N
"662203 (2005 WR2)",20662203,"JPL 51",1.532,0.5462,7.84,0.695,2.37,282.29,49.66,23.86,0.5198,2460554.59,Y,N
"662390 (2006 BN55)",20662390,"JPL 38",1.871,0.5541,18.69,0.834,2.91,125.31,291.66,132.31,0.3851,2460256.93,Y,N
"662564 (2006 JF)",20662564,"JPL 45",1.084,0.6580,42.51,0.371,1.80,216.25,211.04,217.38,0.8736,2460763.75,Y,N
"663216 (2007 DK8)",20663216,"JPL 65",1.65,0.4193,32.58,0.958,2.34,155.08,99.05,71.47,0.4651,2460446.84,Y,N
"663491 (2007 RT9)",20663491,"JPL 35",1.666,0.5858,21.28,0.690,2.64,163.91,24.79,96.33,0.4585,2460390.40,Y,N
"663927 (2007 YO56)",20663927,"JPL 34",1.281,0.3572,15.61,0.823,1.74,287.64,333.40,86.31,0.6801,2460473.60,Y,N
"664078 (2008 DL5)",20664078,"JPL 39",1.096,0.4735,18.64,0.577,1.61,163.70,243.97,244.44,0.8593,2460734.98,Y,N
"664220 (2008 GV3)",20664220,"JPL 47",2.398,0.6055,72.86,0.946,3.85,208.59,72.84,144.20,0.2655,2460057.29,Y,N
"665151 (2009 AH16)",20665151,"JPL 59",1.969,0.7578,21.98,0.477,3.46,54.46,329.56,274.11,0.3567,2460841.30,Y,N
"665250 (2009 CA2)",20665250,"JPL 53",1.506,0.4799,31.73,0.784,2.23,42.88,22.73,208.17,0.533,2460885.33,Y,N
"665326 (2009 EF3)",20665326,"JPL 43",1.051,0.3070,16.53,0.728,1.37,177.53,211.03,303.28,0.9151,2460662.48,Y,N
"665382 (2009 HV44)",20665382,"JPL 91",1.665,0.4231,37.99,0.960,2.37,217.13,76.83,42.56,0.4589,2460507.74,Y,N
"665390 (2009 HD82)",20665390,"JPL 49",1.254,0.4765,5.80,0.656,1.85,191.20,148.00,306.89,0.702,2460676.15,Y,N
"666360 (2010 FC6)",20666360,"JPL 44",1.064,0.4675,30.43,0.566,1.56,181.33,179.30,296.97,0.8982,2460670.67,Y,N
"666729 (2010 TV149)",20666729,"JPL 106",1.699,0.5188,9.79,0.818,2.58,78.58,42.90,76.23,0.445,2460429.18,Y,Y
"666966 (2010 XD11)",20666966,"JPL 61",2.212,0.8524,16.19,0.327,4.10,117.74,196.44,114.85,0.2996,2460217.12,Y,N
"667255 (2011 EG17)",20667255,"JPL 33",1.38,0.4188,20.11,0.802,1.96,170.10,241.55,210.56,0.6078,2460846.36,Y,Y
"667303 (2011 FR29)",20667303,"JPL 54",1.057,0.3463,3.62,0.691,1.42,214.98,176.17,296.57,0.9065,2460670.47,Y,N
"668727 (2012 FS62)",20668727,"JPL 37",1.232,0.3959,13.44,0.744,1.72,37.25,314.01,295.49,0.7208,2460690.00,Y,N
"668949 (2012 PP28)",20668949,"JPL 35",1.989,0.6067,5.67,0.782,3.20,254.05,133.68,100.32,0.3513,2460314.92,Y,Y
"669051 (2012 SD22)",20669051,"JPL 45",1.964,0.5727,7.91,0.839,3.09,140.22,313.83,105.48,0.3581,2460305.93,Y,Y
"669555 (2012 YQ1)",20669555,"JPL 20",1.998,0.5627,5.15,0.874,3.12,120.01,42.26,50.22,0.349,2460456.61,Y,Y
"669608 (2013 AW52)",20669608,"JPL 43",1.114,0.4879,19.00,0.571,1.66,310.36,36.49,83.05,0.8382,2460501.41,Y,N
"670011 (2013 EH89)",20670011,"JPL 51",1.35,0.4041,7.10,0.804,1.89,260.41,160.05,197.58,0.6286,2460858.87,Y,N
"670246 (2013 JE1)",20670246,"JPL 46",1.375,0.4092,32.68,0.812,1.94,185.76,163.10,327.34,0.6111,2460653.95,Y,N
"670295 (2013 LH16)",20670295,"JPL 55",2.923,0.7947,7.96,0.600,5.25,161.03,205.37,68.39,0.1972,2460253.70,Y,N
"670610 (2013 VK5)",20670610,"JPL 26",1.228,0.5843,19.41,0.510,1.95,67.93,215.54,67.79,0.7245,2460506.93,Y,N
"670931 (2014 DJ112)",20670931,"JPL 31",1.336,0.4536,26.14,0.730,1.94,162.32,208.65,72.50,0.6379,2460486.86,Y,N
"671076 (2014 FP47)",20671076,"JPL 41",1.168,0.2601,5.06,0.864,1.47,28.71,271.85,53.44,0.7809,2460532.06,Y,N
"671243 (2014 HR184)",20671243,"JPL 31",1.296,0.3296,14.33,0.869,1.72,253.41,165.21,191.10,0.6677,2460853.45,Y,N
"671294 (2014 JO25)",20671294,"JPL 98",2.066,0.8867,25.16,0.234,3.90,30.28,49.91,201.55,0.3319,2461077.89,Y,Y
"671970 (2014 QO296)",20671970,"JPL 42",1.835,0.4701,10.94,0.973,2.70,193.51,30.72,59.12,0.3964,2460451.37,Y,Y
"672457 (2014 UR116)",20672457,"JPL 84",2.07,0.7278,6.57,0.564,3.58,5.81,286.96,142.70,0.3309,2460169.27,Y,Y
"672745 (2014 WV363)",20672745,"JPL 18",1.846,0.5158,5.53,0.894,2.80,77.95,210.03,18.13,0.393,2460554.36,Y,Y
"672881 (2014 XG8)",20672881,"JPL 35",2.089,0.5205,57.13,1.002,3.18,258.87,57.12,168.88,0.3264,2460083.10,Y,N
"673011 (2015 AR45)",20673011,"JPL 35",1.385,0.7013,9.23,0.414,2.36,114.35,239.63,38.07,0.6044,2460537.52,Y,Y
"673566 (2015 DE200)",20673566,"JPL 46",1.189,0.5223,18.71,0.568,1.81,320.71,54.02,280.03,0.7603,2460705.68,Y,N
"673675 (2015 FM34)",20673675,"JPL 32",2.082,0.5768,4.68,0.881,3.28,140.09,350.50,81.62,0.328,2460351.68,Y,N
"673677 (2015 FF37)",20673677,"JPL 52",1.526,0.4157,15.36,0.892,2.16,29.16,339.95,215.07,0.5229,2460877.65,Y,N
"674207 (2015 MN66)",20674207,"JPL 44",1.219,0.4525,17.75,0.668,1.77,56.87,333.62,251.16,0.732,2460749.18,Y,N
"674590 (2015 RH2)",20674590,"JPL 82",1.218,0.2666,5.36,0.893,1.54,332.38,115.37,210.05,0.7333,2460804.99,Y,Y
"674942 (2015 TX143)",20674942,"JPL 126",1.583,0.5526,8.58,0.708,2.46,157.47,322.66,119.39,0.4951,2460359.34,Y,N
"675214 (2015 VR1)",20675214,"JPL 44",1.586,0.3686,19.24,1.002,2.17,214.30,244.96,132.41,0.4934,2460332.10,Y,N
"675481 (2015 XL128)",20675481,"JPL 48",2.575,0.7019,17.93,0.768,4.38,42.18,161.29,28.02,0.2385,2460483.01,Y,N
"675603 (2015 XE352)",20675603,"JPL 74",1.335,0.3891,2.05,0.816,1.85,45.18,225.54,45.42,0.6388,2460529.39,Y,Y
"675689 (2015 YA10)",20675689,"JPL 29",1.547,0.6556,9.55,0.533,2.56,45.13,302.71,241.55,0.5121,2460831.82,Y,N
"676261 (2016 EE156)",20676261,"JPL 67",2.575,0.8108,28.90,0.487,4.66,134.17,175.62,2.38,0.2385,2460590.51,Y,N
"676362 (2016 FG15)",20676362,"JPL 41",2.496,0.6953,16.64,0.761,4.23,72.47,183.74,44.43,0.2499,2460422.70,Y,N
